accuracy,loss,val_accuracy,val_loss
0.26927030086517334,1.7159497737884521,0.35971224308013916,1.6168339252471924
0.39414182305336,1.5422066450119019,0.3971222937107086,1.480122447013855
0.44779032468795776,1.4534425735473633,0.48393285274505615,1.3978067636489868
0.48437821865081787,1.3918910026550293,0.49928057193756104,1.333027720451355
0.5147995948791504,1.3239191770553589,0.5405275821685791,1.2681118249893188
0.5348407030105591,1.2679831981658936,0.5549160838127136,1.2085089683532715
0.5472764372825623,1.2367979288101196,0.5688249468803406,1.1954011917114258
0.5648509860038757,1.1977379322052002,0.5601918697357178,1.2148462533950806
0.5822199583053589,1.163358449935913,0.5841726660728455,1.1202418804168701
0.58756422996521,1.1337871551513672,0.6038369536399841,1.0909719467163086
0.6022610664367676,1.0885446071624756,0.5515587329864502,1.207558035850525
0.6131551861763,1.0791836977005005,0.6297361850738525,1.0359241962432861
0.6174717545509338,1.0547566413879395,0.637410044670105,0.9970808625221252
0.632374107837677,1.0247434377670288,0.6426858305931091,1.0367505550384521
0.648406982421875,0.9947347640991211,0.6450839042663574,0.9833118915557861
